Date,Exchange,Company Name,Number of Shares,Price,Status,Symbol,Number of Shares
2016-11-02,,"CANCER PREVENTION PHARMACEUTICALS, INC.",,,withdrawn,,
2016-11-02,,OCEAN RIG PARTNERS LP,,,withdrawn,,
2016-11-02,NASDAQ Global,GDS HOLDINGS LTD,19250000.0,10.00,priced,GDS,192500000.0
2016-11-01,,VANTAGE ENERGY INC.,,,withdrawn,,
2016-12-30,,UNITED GUARANTY CORP.,,,withdrawn,,
2016-12-30,,IASIS HEALTHCARE CORP,,,withdrawn,,
2016-12-30,,DOERS EDUCATION ASEAN LTD,,,filed,,164000.0
2016-12-27,NASDAQ Capital,"HEBRON TECHNOLOGY CO., LTD",5000000.0,4.00,priced,HEBT,20000000.0
2016-12-22,,NEW AGE BEVERAGES CORP,,,withdrawn,,
2016-12-22,,NEW AGE BEVERAGES CORP,,,filed,,15000000.0
2016-12-21,,"TRUCK HERO, INC.",,,withdrawn,,
2016-12-21,,HYGEA HOLDINGS CORP.,,,withdrawn,,
2016-12-21,,KALMIN CORP.,,,filed,,60000.0
2016-12-21,,"OS SUPPORT, INC.",,,filed,,160000.0
2016-12-16,,VERISILICON HOLDINGS CO LTD,,,withdrawn,,
2016-12-16,NASDAQ Global Select,TRIVAGO N.V.,26110118.0,11.00,priced,TRVG,287211298.0
2016-12-15,NASDAQ Global Select,TIGENIX NV,2300000.0,15.50,priced,TIG,35650000.0
2016-12-15,,FRANKLIN HILL ACQUISITION CORP,,,filed,,250000.0
2016-12-14,NYSE,"BRAZOS VALLEY LONGHORN, L.L.C.",27500000.0,15.00,priced,WRD,412500000.0
2016-12-13,,FERD CORP.,,,filed,,80000.0
2016-12-09,NASDAQ Global Select,"ICHOR HOLDINGS, LTD.",5877778.0,9.00,priced,ICHR,52900002.0
2016-12-09,NYSE,ATHENE HOLDING LTD,27000000.0,40.00,priced,ATH,1080000000.0
2016-12-09,,REMARO GROUP CORP.,,,filed,,80000.0
2016-12-08,,KALMIN CORP.,,,withdrawn,,
2016-12-08,,"BLUE SKY GROUP HOLDINGS, INC.",,,withdrawn,,
2016-12-08,,INNOLIGHT TECHNOLOGY CORP,,,withdrawn,,
2016-12-08,NASDAQ Capital,"SENESTECH, INC.",1875000.0,8.00,priced,SNES,15000000.0
2016-12-07,,"ACELITY HOLDINGS, INC.",,,withdrawn,,
2016-12-07,NASDAQ Capital,"POLAR POWER, INC.",2400000.0,7.00,priced,POLA,16800000.0
2016-12-06,,CONGATEC HOLDING AG,,,withdrawn,,
2016-12-06,,BENAIAH HOLDINGS GROUP INC.,,,withdrawn,,
2016-12-02,,"PHARMEDIUM HEALTHCARE HOLDINGS, INC.",,,withdrawn,,
2016-12-01,,"IMPERIAL RESOURCES, LLC",,,withdrawn,,
2016-12-01,NYSE,INNOVATIVE INDUSTRIAL PROPERTIES INC,3350000.0,20.00,priced,IIPR,67000000.0
2016-12-01,,"BIOCRUDE TECHNOLOGIES USA, INC.",,,filed,,61885812.0
2017-02-01,,POINTCLICKCARE CORP.,,,withdrawn,,
2017-02-01,,BIOCERES S.A.,,,withdrawn,,
2017-02-01,NYSE,INVITATION HOMES INC.,77000000.0,20.00,priced,INVH,1540000000.0
2017-02-01,NASDAQ Global Select,"LAUREATE EDUCATION, INC.",35000000.0,14.00,priced,LAUR,490000000.0
2017-01-30,,"SUPPORTINGSMALLBUSINESS, INC.",,,withdrawn,,
2017-01-30,NYSE Arca,WORLD GOLD TRUST,5000000.0,119.32,priced,GLDW,596600000.0
2017-01-27,NYSE,JAGGED PEAK ENERGY INC.,31599334.0,15.00,priced,JAG,473990010.0
2017-01-27,NASDAQ Global Select,"JOUNCE THERAPEUTICS, INC.",6365000.0,16.00,priced,JNCE,101840000.0
2017-01-27,NYSE,"REV GROUP, INC.",12500000.0,22.00,priced,REVG,275000000.0
2017-01-27,NYSE,"JELD-WEN HOLDING, INC.",25000000.0,23.00,priced,JELD,575000000.0
2017-01-26,NASDAQ Global Select,OBSEVA SA,6450000.0,15.00,priced,OBSV,96750000.0
2017-01-26,NASDAQ Global Select,"ANAPTYSBIO, INC",5000000.0,15.00,priced,ANAB,75000000.0
2017-01-23,,AVAYA HOLDINGS CORP.,,,withdrawn,,
2017-01-20,NYSE,NEXTIER OILFIELD SOLUTIONS INC.,26760000.0,19.00,priced,FRAC,508440000.0
2017-01-20,NASDAQ Capital,"INTERNATIONAL MONEY EXPRESS, INC.",15300000.0,10.00,priced,FNTEU,153000000.0
2017-01-17,,CLAIRE'S INC.,,,withdrawn,,
2017-01-13,,VIVENTIA BIO INC.,,,withdrawn,,
2017-01-13,NASDAQ Capital,VERRA MOBILITY CORP,37500000.0,10.00,priced,GSHTU,375000000.0
2017-01-06,,"NEIMAN MARCUS GROUP, INC.",,,withdrawn,,
2017-01-06,,HIP CUISINE INC.,,,filed,HIPC,530000.0
2017-01-06,,ARCOM,,,filed,,100000.0
2017-03-01,NASDAQ Global Select,HAMILTON LANE INC,11875000.0,16.00,priced,HLNE,190000000.0
2017-02-28,,ADAMA AGRICULTURAL SOLUTIONS LTD.,,,withdrawn,,
2017-02-28,,MIKROCOZE INC.,,,filed,,150000.0
2017-02-23,,LEGALL HOLDINGS INC.,,,filed,,100000.0
2017-02-23,,"ANTILIA GROUP, CORP.",,,filed,,100000.0
2017-02-22,,"BRAEBURN PHARMACEUTICALS, INC.",,,withdrawn,,
2017-02-22,,CRONA CORP.,,,filed,,105000.0
2017-02-21,,ADVECO GROUP INC.,,,filed,,100000.0
2017-02-21,,DIVERSE DEVELOPMENT GROUP INC.,,,filed,,152250.0
2017-02-16,,ALFACOURSE INC.,,,filed,,100000.0
2017-02-15,,"AGEAGLE AERIAL SYSTEMS, INC.",,,withdrawn,,
2017-02-14,,KINETIC GROUP INC.,,,filed,,350000.0
2017-02-14,,"ADGERO BIOPHARMACEUTICALS HOLDINGS, INC.",,,filed,,17338400.0
2017-02-14,,"CONSUMER CAPITAL GROUP, INC.",,,filed,,40000000.0
2017-02-13,,ARTIN CONSULTING INC.,,,filed,,50090.0
2017-02-10,,"VISTERRA, INC.",,,withdrawn,,
2017-02-10,NYSE,"FOUNDATION BUILDING MATERIALS, INC.",12800000.0,14.00,priced,FBM,179200000.0
2017-02-10,NYSE,CLIPPER REALTY INC.,5700000.0,13.50,priced,CLPR,76950000.0
2017-02-10,NYSE MKT,SACHEM CAPITAL CORP.,2600000.0,5.00,priced,SACH,13000000.0
2017-02-09,,"RANCHO SANTA FE MINING, INC.",,,withdrawn,,
2017-02-09,,EAUKER MINERALS CORP.,,,withdrawn,,
2017-02-08,,CBS RADIO INC.,,,withdrawn,,
2017-02-08,,MAUSER GROUP N.V.,,,withdrawn,,
2017-02-06,,"HICLASST, INC.",,,filed,,100000.0
2017-02-03,NYSE,"KIMBELL ROYALTY PARTNERS, LP",5000000.0,18.00,priced,KRP,90000000.0
2017-02-03,NASDAQ Global Select,"RAMACO RESOURCES, INC.",6000000.0,13.50,priced,METC,81000000.0
2017-02-01,,POINTCLICKCARE CORP.,,,withdrawn,,
2017-02-01,,BIOCERES S.A.,,,withdrawn,,
2017-02-01,NYSE,INVITATION HOMES INC.,77000000.0,20.00,priced,INVH,1540000000.0
2017-02-01,NASDAQ Global Select,"LAUREATE EDUCATION, INC.",35000000.0,14.00,priced,LAUR,490000000.0
2017-03-31,,LITORIUM GROUP CORP.,,,filed,,100000.0
2017-03-31,,"FRONTIER GROUP HOLDINGS, INC.",,,filed,FRNT,100000000.0
2017-03-27,,SHOW KING HOLDINGS INC.,,,withdrawn,,
2017-03-27,,ECOLOMONDO CORP INC.,,,withdrawn,,
2017-03-27,,FREIGHT SOLUTION INC,,,filed,,70000.0
2017-03-24,NYSE,"ALTERYX, INC.",9000000.0,14.00,priced,AYX,126000000.0
2017-03-24,,FOLKUP DEVELOPMENT INC.,,,filed,,90000.0
2017-03-23,NASDAQ Capital,VALERITAS HOLDINGS INC.,5250000.0,10.00,priced,VLRX,52500000.0
2017-03-23,,ARION GROUP CORP.,,,filed,,100000.0
2017-03-22,NASDAQ Capital,THERAPIX BIOSCIENCES LTD.,2000000.0,6.00,priced,TRPX,12000000.0
2017-03-22,,CHEE CORP.,,,filed,,90000.0
2017-03-21,,"LUMENA PHARMACEUTICALS, INC.",,,withdrawn,,
2017-03-17,,PLAYA HOTELS & RESORTS B.V.,,,withdrawn,,
2017-03-17,NYSE,PROPETRO HOLDING CORP.,25000000.0,14.00,priced,PUMP,350000000.0
2017-03-17,NYSE,"MULESOFT, INC",13000000.0,17.00,priced,MULE,221000000.0
2017-03-17,,"TEAM 360 SPORTS, INC.",,,filed,,318403.0
2017-03-16,,APPDYNAMICS INC,,,withdrawn,,
2017-03-16,,"RANDOLPH ACQUISITIONS, INC.",,,filed,,367200.0
2017-03-15,NYSE,ARDAGH GROUP S.A.,16200000.0,19.00,priced,ARD,307800000.0
2017-03-13,,COLONY GLOBAL ACQUISITION CORP.,,,withdrawn,,
2017-03-13,,QRONS INC.,,,filed,,281000.0
2017-03-13,,PUEBLA RESOURCES CORP.,,,filed,,8250.0
2017-03-10,NASDAQ Capital,"U.S. WELL SERVICES, INC.",30000000.0,10.00,priced,MPACU,300000000.0
2017-03-10,NASDAQ Global Select,"PRESIDIO, INC.",16666666.0,14.00,priced,PSDO,233333324.0
2017-03-09,NYSE,"J.JILL, INC.",11666667.0,13.00,priced,JILL,151666671.0
2017-03-09,NASDAQ Capital,BEYONDSPRING INC.,174286.0,20.00,priced,BYSI,3485720.0
2017-03-08,,QUINTANA SHIPPING LTD.,,,withdrawn,,
2017-03-07,,ALTUS MIDSTREAM CO,,,filed,KAACU,350000000.0
2017-03-06,,SHEMN CORP.,,,filed,,60900.0
2017-03-02,NYSE,SNAP INC,200000000.0,17.00,priced,SNAP,3400000000.0
2017-03-02,,"ALTA MESA RESOURCES, INC. /DE",,,filed,SRUNU,900000000.0
2017-03-01,NASDAQ Global Select,HAMILTON LANE INC,11875000.0,16.00,priced,HLNE,190000000.0
2017-04-28,NASDAQ Global Select,"NCS MULTISTAGE HOLDINGS, INC.",9500000.0,17.00,priced,NCSM,161500000.0
2017-04-28,NYSE,CHINA RAPID FINANCE LTD,10000000.0,6.00,priced,XRF,60000000.0
2017-04-28,NYSE,"CLOUDERA, INC.",15000000.0,15.00,priced,CLDR,225000000.0
2017-04-28,NYSE,CARVANA CO.,15000000.0,15.00,priced,CVNA,225000000.0
2017-04-28,NYSE,"EMERALD HOLDING, INC.",15500000.0,17.00,priced,EEX,263500000.0
2017-04-28,,GPM PETROLEUM LP,,,filed,GPMP,100000000.0
2017-04-27,,YANGTZE RIVER PORT & LOGISTICS LTD,,,withdrawn,,
2017-04-27,NYSE,"FLOOR & DECOR HOLDINGS, INC.",8823500.0,21.00,priced,FND,185293500.0
2017-04-26,NASDAQ Capital,"CATASYS, INC.",3125000.0,4.80,priced,CATS,15000000.0
2017-04-24,,YI XI XIN INC,,,filed,,2000000.0
2017-04-21,NYSE,"SELECT ENERGY SERVICES, INC.",8700000.0,14.00,priced,WTTR,121800000.0
2017-04-19,,CICLET HOLDINGS INC.,,,filed,,135000.0
2017-04-18,,"RED FISH HOLDINGS, INC.",,,withdrawn,,
2017-04-17,,"WRAP TECHNOLOGIES, INC.",,,filed,,3999999.0
2017-04-13,NYSE,"WARRIOR MET COAL, INC.",16666667.0,19.00,priced,HCC,316666673.0
2017-04-13,NASDAQ Global Select,TOCAGEN INC,8500000.0,10.00,priced,TOCA,85000000.0
2017-04-13,NYSE,"YEXT, INC.",10500000.0,11.00,priced,YEXT,115500000.0
2017-04-13,NYSE,CADENCE BANCORPORATION,7500000.0,20.00,priced,CADE,150000000.0
2017-04-12,NYSE,NETSHOES (CAYMAN) LTD.,8250000.0,18.00,priced,NETS,148500000.0
2017-04-11,NASDAQ Capital,VANTAGE ENERGY ACQUISITION CORP.,48000000.0,10.00,priced,VEACU,480000000.0
2017-04-07,NASDAQ Global Select,"OKTA, INC.",11000000.0,17.00,priced,OKTA,187000000.0
2017-04-07,NASDAQ Capital,"CONVERGEONE HOLDINGS, INC.",15000000.0,10.00,priced,FMCIU,150000000.0
2017-04-06,NYSE,"SCHNEIDER NATIONAL, INC.",28947000.0,19.00,priced,SNDR,549993000.0
2017-04-06,NYSE,"ELEVATE CREDIT, INC.",12400000.0,6.50,priced,ELVT,80600000.0
2017-04-05,NYSE,HESS MIDSTREAM OPERATIONS LP,14780000.0,23.00,priced,HESM,339940000.0
2017-04-04,,"SIDOTI & COMPANY, INC.",,,withdrawn,,
2017-04-03,,VERONA PHARMA PLC,,,filed,VRNA,77868000.0
2017-04-03,,ZYMEWORKS INC.,,,filed,ZYME,58500000.0
2017-06-01,,"MERSANA THERAPEUTICS, INC.",,,filed,MRSN,75000000.0
2017-06-01,,"BLUE APRON HOLDINGS, INC.",,,filed,APRN,300000000.0
2017-06-01,,"TINTRI, INC.",,,filed,TNTR,60004000.0
2017-05-26,,FORGE INNOVATION DEVELOPMENT CORP.,,,filed,,1234633.75
2017-05-26,,"CAPE POINT HOLDINGS, INC.",,,filed,,470000.0
2017-05-25,NASDAQ Global,APPIAN CORP,6250000.0,12.00,priced,APPN,75000000.0
2017-05-25,NYSE,"WIDEOPENWEST, INC.",18235295.0,17.00,priced,WOW,310000015.0
2017-05-24,NASDAQ Global Select,"SMART GLOBAL HOLDINGS, INC.",5300000.0,11.00,priced,SGH,58300000.0
2017-05-18,NYSE,BRIGHT SCHOLAR EDUCATION HOLDINGS LTD,15000000.0,10.50,priced,BEDU,157500000.0
2017-05-18,NASDAQ Global Select,ARGENX SE,5865000.0,17.00,priced,ARGX,99705000.0
2017-05-17,NASDAQ Global Select,"G1 THERAPEUTICS, INC.",7000000.0,15.00,priced,GTHX,105000000.0
2017-05-15,,SKY WOLF WIND TURBINE CORP,,,filed,,7500000.0
2017-05-12,NASDAQ Capital,MODERN MEDIA ACQUISITION CORP.,18000000.0,10.00,priced,MMDMU,180000000.0
2017-05-12,NYSE,"SOLARIS OILFIELD INFRASTRUCTURE, INC.",10100000.0,12.00,priced,SOI,121200000.0
2017-05-12,NASDAQ Capital,"VERITONE, INC.",2500000.0,15.00,priced,VERI,37500000.0
2017-05-12,NASDAQ Capital,"ASV HOLDINGS, INC.",3800000.0,7.00,priced,ASV,26600000.0
2017-05-12,NASDAQ Capital,NATIONAL ENERGY SERVICES REUNITED CORP.,21000000.0,10.00,priced,NESRU,210000000.0
2017-05-12,NYSE,INGERSOLL RAND INC.,41300000.0,20.00,priced,GDI,826000000.0
2017-05-11,,"LIVEXLIVE MEDIA, INC.",,,filed,,20000000.0
2017-05-10,NYSE,"FIVE POINT HOLDINGS, LLC",21000000.0,14.00,priced,FPH,294000000.0
2017-05-10,,"US LBM HOLDINGS, INC.",,,filed,LBM,100000000.0
2017-05-09,NASDAQ Global Select,GUARANTY BANCSHARES INC /TX/,2000000.0,27.00,priced,GNTY,54000000.0
2017-05-09,NASDAQ Capital,ENDRA LIFE SCIENCES INC.,1680000.0,5.00,priced,NDRAU,8400000.0
2017-05-09,,LOYAL SOURCE MARKET SERVICES INC,,,filed,,80000.0
2017-05-05,,IRONSHORE INC.,,,withdrawn,,
2017-05-05,NYSE,KKR REAL ESTATE FINANCE TRUST INC.,10250000.0,20.50,priced,KREF,210125000.0
2017-05-05,NASDAQ Global Select,OVID THERAPEUTICS INC.,5000000.0,15.00,priced,OVID,75000000.0
2017-05-05,NYSE,MAGNOLIA OIL & GAS CORP,60000000.0,10.00,priced,TPGEU,600000000.0
2017-05-04,,BIOLIGHT LIFE SCIENCES LTD.,,,withdrawn,,
2017-05-04,NASDAQ Global,UROGEN PHARMA LTD.,4473373.0,13.00,priced,URGN,58153849.0
2017-05-04,NYSE,BIOHAVEN PHARMACEUTICAL HOLDING CO LTD.,9900000.0,17.00,priced,BHVN,168300000.0
2017-05-04,NYSE,ANTERO MIDSTREAM CORP,37250000.0,23.50,priced,AMGP,875375000.0
2017-05-04,,ADVANTAGE SOLUTIONS INC.,,,filed,ADV,100000000.0
2017-05-03,,"GOLDMERX, INC.",,,withdrawn,,
2017-05-02,,ANVIA HOLDINGS CORP,,,filed,,379670.0
2017-06-30,NYSE,"BYLINE BANCORP, INC.",5700000.0,19.00,priced,BY,108300000.0
2017-06-27,NASDAQ Capital,"ESQUIRE FINANCIAL HOLDINGS, INC.",2363873.0,14.00,priced,ESQ,33094222.0
2017-06-27,NASDAQ Capital,"AVENUE THERAPEUTICS, INC.",5500000.0,6.00,priced,ATXI,33000000.0
2017-06-23,NYSE,GRANITE POINT MORTGAGE TRUST INC.,10000000.0,19.50,priced,GPMT,195000000.0
2017-06-23,NYSE MKT,NRC GROUP HOLDINGS CORP.,22500000.0,10.00,priced,HCACU,225000000.0
2017-06-22,NYSE,SAFEHOLD INC.,10250000.0,20.00,priced,SAFE,205000000.0
2017-06-22,NYSE,"ALTICE USA, INC.",63943029.0,30.00,priced,ATUS,1918290870.0
2017-06-22,NASDAQ Capital,"SG BLOCKS, INC.",1500000.0,5.00,priced,SGBX,7500000.0
2017-06-20,NASDAQ Capital,"DERMTECH, INC.",12500000.0,10.00,priced,CNACU,125000000.0
2017-06-20,NASDAQ Capital,"XYNOMIC PHARMACEUTICALS HOLDINGS, INC.",5250000.0,10.00,priced,BCACU,52500000.0
2017-06-20,,"GREATER CANNABIS COMPANY, INC.",,,filed,GCAN,6006873.25
2017-06-19,,VOICE LIFE INC,,,withdrawn,,
2017-06-16,NASDAQ Capital,BOSTON OMAHA CORP,6538462.0,13.00,priced,BOMN,85000006.0
2017-06-15,NASDAQ Capital,"ADOMANI, INC.",2852275.0,5.00,priced,ADOM,14261375.0
2017-06-15,,STARKOT CORP.,,,filed,,60000.0
2017-06-14,NASDAQ Global Select,"ATHENEX, INC.",6000000.0,11.00,priced,ATNX,66000000.0
2017-06-14,,RIVEX TECHNOLOGY CORP.,,,filed,,200000.0
2017-06-14,,SOLDINO GROUP CORP,,,filed,,90000.0
2017-06-14,,POWERCOMM HOLDINGS INC.,,,filed,,93000.0
2017-06-13,,COMPULAB LTD.,,,filed,CPUL,23000000.0
2017-06-09,NASDAQ Capital,IMMURON LTD,610000.0,9.99,priced,IMRN,6093900.0
2017-06-09,NYSE MKT,PLYMOUTH INDUSTRIAL REIT INC.,2900000.0,19.00,priced,PLYM,55100000.0
2017-06-07,NASDAQ Capital,"SHOTSPOTTER, INC",2800000.0,11.00,priced,SSTI,30800000.0
2017-06-07,,"ACCEL ENTERTAINMENT, INC.",,,filed,TPGHU,400000000.0
2017-06-02,NASDAQ Capital,KBL MERGER CORP. IV,10000000.0,10.00,priced,KBLMU,100000000.0
2017-06-02,,ALA CARTE CHARTS CORP,,,filed,,1950000.0
2017-06-02,,DOVA PHARMACEUTICALS INC.,,,filed,DOVA,75055000.0
2017-06-02,,AILERON THERAPEUTICS INC,,,filed,ALRN,56250000.0
2017-06-01,,"MERSANA THERAPEUTICS, INC.",,,filed,MRSN,75000000.0
2017-06-01,,"BLUE APRON HOLDINGS, INC.",,,filed,APRN,300000000.0
2017-06-01,,"TINTRI, INC.",,,filed,TNTR,60004000.0
2017-07-28,NASDAQ Global Select,REDFIN CORP,9231000.0,15.00,priced,RDFN,138465000.0
2017-07-28,NASDAQ Capital,"NEWATER TECHNOLOGY, INC.",1400000.0,5.00,priced,NEWA,7000000.0
2017-07-27,NASDAQ Capital,"CONCRETE PUMPING HOLDINGS, INC.",20000000.0,10.00,priced,INDUU,200000000.0
2017-07-26,NASDAQ Global Select,RBB BANCORP,3750000.0,23.00,priced,RBB,86250000.0
2017-07-25,,"WIZE PHARMA, INC.",,,withdrawn,,
2017-07-25,,UNICOBE CORP.,,,filed,,60000.0
2017-07-24,,MWF GLOBAL INC.,,,filed,,100000.0
2017-07-24,,"SOCIAL INVESTMENT HOLDINGS, INC.",,,filed,,25000000.0
2017-07-21,NASDAQ Global Select,"PETIQ, INC.",6250000.0,16.00,priced,PETQ,100000000.0
2017-07-21,NASDAQ Capital,FALCON MINERALS CORP,25000000.0,10.00,priced,OSPRU,250000000.0
2017-07-21,,"NEXPOINT MULTIFAMILY CAPITAL TRUST, INC.",,,filed,NREF,10000000.0
2017-07-20,NASDAQ Global,"CALYXT, INC.",7000000.0,8.00,priced,CLXT,56000000.0
2017-07-20,NASDAQ Global Select,"KALA PHARMACEUTICALS, INC.",6000000.0,15.00,priced,KALA,90000000.0
2017-07-20,NYSE,"TPG RE FINANCE TRUST, INC.",11000000.0,20.00,priced,TRTX,220000000.0
2017-07-20,NYSE Arca,USCF FUNDS TRUST,30000000.0,24.40,priced,USOD,732000000.0
2017-07-20,NYSE Arca,USCF FUNDS TRUST,30000000.0,24.32,priced,USOU,729600000.0
2017-07-19,NASDAQ Capital,FEDERAL STREET ACQUISITION CORP.,40000000.0,10.00,priced,FSACU,400000000.0
2017-07-14,,FOUR SPRINGS CAPITAL TRUST,,,withdrawn,,
2017-07-14,NASDAQ Global Select,"AKCEA THERAPEUTICS, INC.",15625000.0,8.00,priced,AKCA,125000000.0
2017-07-12,,"CEBA MIDSTREAM, LP",,,withdrawn,,
2017-07-12,NASDAQ Capital,"CO-DIAGNOSTICS, INC.",1178532.0,6.00,priced,CODX,7071192.0
2017-07-10,,G-MES HOLDINGS INC.,,,filed,,2000000.0
2017-07-07,,EMPEROR PAPER INDUSTRIES LTD,,,filed,,1000000.0
2017-07-06,,PENSARE ACQUISITION CORP,,,filed,WRLSU,270000000.0
2017-07-05,,STRONG SOLUTIONS INC.,,,withdrawn,,
2017-07-05,,VIVIC CORP.,,,filed,,150000.0
2017-07-03,,CAPAX INC.,,,filed,,2250000.0
2017-07-03,,"SIENNA BIOPHARMACEUTICALS, INC.",,,filed,SNNA,64999995.0
2017-09-01,NASDAQ Capital,"ZK INTERNATIONAL GROUP CO., LTD.",1068346.0,5.00,priced,ZKIN,5341730.0
2017-09-01,,YAPPA WORLD INCOPORATED,,,filed,,5624094.0
2017-09-01,,NUCANA PLC,,,filed,NCNA,100005000.0
2017-09-01,,"DECIPHERA PHARMACEUTICALS, INC.",,,filed,DCPH,127500000.0
2017-09-01,,"ROKU, INC",,,filed,ROKU,219352000.0
2017-08-31,NYSE Arca,GRANITESHARES GOLD TRUST,1500000.0,128.90,priced,BAR,193350000.0
2017-08-23,,"ACCELERATED PHARMA, INC.",,,withdrawn,,
2017-08-21,,AXIUM PHARMACEUTICALS INC.,,,filed,,5139600.0
2017-08-18,NASDAQ Global,"CHICKEN SOUP FOR THE SOUL ENTERTAINMENT, INC.",2500000.0,12.00,priced,CSSE,30000000.0
2017-08-17,NASDAQ Capital,SIMPLICITY ESPORTS & GAMING CO,5000000.0,10.00,priced,IAMXU,50000000.0
2017-08-16,NYSE,"NESCO HOLDINGS, INC.",35000000.0,10.00,priced,CIC'U,350000000.0
2017-08-11,NASDAQ Global,"YOGAWORKS, INC.",7300000.0,5.50,priced,YOGA,40150000.0
2017-08-11,NYSE,"RANGER ENERGY SERVICES, INC.",5862069.0,14.50,priced,RNGR,85000001.0
2017-08-10,,"CONTURA ENERGY, INC.",,,withdrawn,,
2017-08-09,,"LENG UNIVERSAL, INC.",,,withdrawn,,
2017-08-09,NASDAQ Global Select,ZEALAND PHARMA A/S,4375000.0,17.87,priced,ZEAL,78181250.0
2017-08-09,NASDAQ Capital,HF FOODS GROUP INC.,4000000.0,10.00,priced,ATACU,40000000.0
2017-08-08,NASDAQ Global,"CHINA INTERNET NATIONWIDE FINANCIAL SERVICES, INC.",2023146.0,10.00,priced,CIFS,20231460.0
2017-08-04,,BELISS CORP.,,,filed,,130000.0
2017-08-04,,PROLUNG INC,,,filed,LUNG,8586672.0
2017-08-03,NYSE,VENATOR MATERIALS PLC,22700000.0,20.00,priced,VNTR,454000000.0
2017-08-02,NASDAQ Global Select,CLEMENTIA PHARMACEUTICALS INC.,8000000.0,15.00,priced,CMTA,120000000.0
2017-09-29,NYSE,PQ GROUP HOLDINGS INC.,29000000.0,17.50,priced,PQG,507500000.0
2017-09-29,,IA ENERGY CORP.,,,filed,,257500.0
2017-09-28,NASDAQ Global Select,NIGHTSTAR THERAPEUTICS PLC,5360000.0,14.00,priced,NITE,75040000.0
2017-09-27,NYSE,"RYB EDUCATION, INC.",7800000.0,18.50,priced,RYB,144300000.0
2017-09-26,,MICROPHASE CORP,,,withdrawn,,
2017-09-25,,ROYALTY FLOW INC.,,,filed,RLTY,50000000.0
2017-09-22,NASDAQ Global,SECOO HOLDING LTD,8500000.0,13.00,priced,SECO,110500000.0
2017-09-21,NASDAQ Capital,"TDH HOLDINGS, INC.",1325000.0,4.25,priced,PETZ,5631250.0
2017-09-21,NYSE,OASIS MIDSTREAM PARTNERS LP,7500000.0,17.00	 	,priced,OMP,127500000.0
2017-09-20,NYSE,"DESPEGAR.COM, CORP.",12770000.0,26.00,priced,DESP,332020000.0
2017-09-20,NASDAQ Global,ZAI LAB LTD,8333333.0,18.00,priced,ZLAB,149999994.0
2017-09-20,NASDAQ Capital,"KRYSTAL BIOTECH, INC.",3960000.0,10.00,priced,KRYS,39600000.0
2017-09-20,NASDAQ Capital,CELCUITY INC.,2400000.0,9.50,priced,CELC,22800000.0
2017-09-20,NYSE,BEST INC.,45000000.0,10.00,priced,BSTI,450000000.0
2017-09-18,,"PRESIDIO PROPERTY TRUST, INC.",,,filed,SQFT,17250000.0
2017-09-15,NASDAQ Capital,DRAPER OAKWOOD TECHNOLOGY ACQUISITION INC.,5000000.0,10.00,priced,DOTAU,50000000.0
2017-09-15,,APAWTHECARY PETS USA,,,filed,,3000000.0
2017-09-14,NYSE,"VIRGIN GALACTIC HOLDINGS, INC",60000000.0,10.00,priced,IPOAU,600000000.0
2017-09-14,NASDAQ Global Select,TREMONT MORTGAGE TRUST,2500000.0,20.00,priced,TRMT,50000000.0
2017-09-14,,"CELEBIDDY, INC.",,,filed,,850000.0
2017-09-11,,"VIRTRA, INC",,,filed,,10000000.0
2017-09-01,NASDAQ Capital,"ZK INTERNATIONAL GROUP CO., LTD.",1068346.0,5.00,priced,ZKIN,5341730.0
2017-09-01,,YAPPA WORLD INCOPORATED,,,filed,,5624094.0
2017-09-01,,NUCANA PLC,,,filed,NCNA,100005000.0
2017-09-01,,"DECIPHERA PHARMACEUTICALS, INC.",,,filed,DCPH,127500000.0
2017-09-01,,"ROKU, INC",,,filed,ROKU,219352000.0
2017-11-01,,VENCORE HOLDING CORP.,,,withdrawn,,
2017-11-01,NYSE,LOMA NEGRA COMPANIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA,46000000.0,19.00,priced,LOMA,874000000.0
2017-11-01,NASDAQ Global Select,ALTAIR ENGINEERING INC.,12000000.0,13.00,priced,ALTR,156000000.0
2017-10-30,,HOOPS SCOUTING USA,,,filed,,36000.0
2017-10-27,NYSE,NEXA RESOURCES S.A.,31000000.0,16.00,priced,NEXA,496000000.0
2017-10-27,NASDAQ Capital,MERCHANTS BANCORP,6250000.0,16.00,priced,MBIN,100000000.0
2017-10-26,NYSE,BP MIDSTREAM PARTNERS LP,42500000.0,18.00,priced,BPMP,765000000.0
2017-10-26,NASDAQ Capital,KAIXIN AUTO HOLDINGS,18000000.0,10.00,priced,CMSSU,180000000.0
2017-10-26,NASDAQ Global Select,"NATIONAL VISION HOLDINGS, INC.",15800000.0,22.00,priced,EYE,347600000.0
2017-10-25,,GRAYSCALE BITCOIN TRUST (BTC),,,withdrawn,,
2017-10-25,NASDAQ Capital,HAYMAKER ACQUISITION CORP.,30000000.0,10.00,priced,HYACU,300000000.0
2017-10-24,,INSURANCE INCOME STRATEGIES LTD.,,,filed,ILSSU,59800000.0
2017-10-23,NASDAQ Capital,"FAT BRANDS, INC",2000000.0,12.00,priced,FAT,24000000.0
